	90763_231A_S1_L001_R1_001	90763_231B_S33_L001_R1_001	90763_231C_S65_L001_R1_001	90763_232A_S2_L001_R1_001	90763_232B_S34_L001_R1_001	90763_232C_S66_L001_R1_001	90763_236A_S3_L001_R1_001	90763_236B_S35_L001_R1_001	90763_236C_S67_L001_R1_001	90763_237A_S4_L001_R1_001	90763_237B_S36_L001_R1_001	90763_237C_S68_L001_R1_001	90763_238A_S5_L001_R1_001	90763_238B_S37_L001_R1_001	90763_238C_S69_L001_R1_001	90768_005A_S6_L001_R1_001	90768_005B_S38_L001_R1_001	90768_005C_S70_L001_R1_001	90768_009A_S7_L001_R1_001	90768_009B_S39_L001_R1_001	90768_009C_S71_L001_R1_001	90768_014A_S8_L001_R1_001	90768_014B_S40_L001_R1_001	90768_014C_S72_L001_R1_001	90768_015A_S9_L001_R1_001	90768_015B_S41_L001_R1_001	90768_015C_S73_L001_R1_001	90768_018A_S10_L001_R1_001	90768_018B_S42_L001_R1_001	90768_018C_S74_L001_R1_001	90768_027A_S11_L001_R1_001	90768_027B_S43_L001_R1_001	90768_027C_S75_L001_R1_001	90768_029A_S12_L001_R1_001	90768_029B_S44_L001_R1_001	90768_029C_S76_L001_R1_001	90768_034A_S13_L001_R1_001	90768_034B_S45_L001_R1_001	90768_034C_S77_L001_R1_001	90768_040A_S14_L001_R1_001	90768_040B_S46_L001_R1_001	90768_040C_S78_L001_R1_001	90768_042A_S15_L001_R1_001	90768_042B_S47_L001_R1_001	90768_042C_S79_L001_R1_001	90768_044A_S16_L001_R1_001	90768_044B_S48_L001_R1_001	90768_044C_S80_L001_R1_001	90768_054A_S17_L001_R1_001	90768_054B_S49_L001_R1_001	90768_054C_S81_L001_R1_001	90768_055A_S18_L001_R1_001	90768_055B_S50_L001_R1_001	90768_055C_S82_L001_R1_001	90768_056A_S19_L001_R1_001	90768_056B_S51_L001_R1_001	90768_056C_S83_L001_R1_001	90768_057A_S20_L001_R1_001	90768_057B_S52_L001_R1_001	90768_057C_S84_L001_R1_001	90768_061A_S21_L001_R1_001	90768_061B_S53_L001_R1_001	90768_061C_S85_L001_R1_001	90768_064A_S22_L001_R1_001	90768_064B_S54_L001_R1_001	90768_064C_S86_L001_R1_001	90768_067A_S23_L001_R1_001	90768_067B_S55_L001_R1_001	90768_067C_S87_L001_R1_001	90768_075A_S24_L001_R1_001	90768_075B_S56_L001_R1_001	90768_075C_S88_L001_R1_001	90768_076A_S25_L001_R1_001	90768_076B_S57_L001_R1_001	90768_076C_S89_L001_R1_001	90768_077A_S26_L001_R1_001	90768_077B_S58_L001_R1_001	90768_077C_S90_L001_R1_001	90768_078A_S27_L001_R1_001	90768_078B_S59_L001_R1_001	90768_078C_S91_L001_R1_001	90768_083A_S28_L001_R1_001	90768_083B_S60_L001_R1_001	90768_083C_S92_L001_R1_001	90768_084A_S29_L001_R1_001	90768_084B_S61_L001_R1_001	90768_084C_S93_L001_R1_001	90768_088A_S30_L001_R1_001	90768_088B_S62_L001_R1_001	90768_088C_S94_L001_R1_001	90768_090A_S31_L001_R1_001	90768_090B_S63_L001_R1_001	90768_090C_S95_L001_R1_001	90768_104A_S32_L001_R1_001	90768_104B_S64_L001_R1_001	90768_104C_S96_L001_R1_001
Tpa_4549_1	2,0	0,0	1,0	0,0	1,0	0,0	1,0	6,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4556_1	10,0	2,0	5,0	2,0	0,0	2,0	6,0	91,0	5,0	1,0	0,0	0,0	4,0	0,0	5,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	3,0	1,0	2,0	0,0	0,0	0,0	0,0	0,0	7,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4569_1	99,0	19,0	29,0	10,0	3,0	6,0	49,0	398,0	38,0	7,8	0,1	0,0	26,20	7,9	3,6	27,0	3,0	10,0	0,0	0,0	0,0	0,0	0,0	0,0	3,3	1,1	0,1	1,0	2,0	0,0	21,0	1,0	8,0	7,14	1,2	3,4	2,0	0,0	0,0	3,4	1,3	1,0	0,8	0,2	0,2	9,11	4,3	0,5	0,0	0,0	0,0	41,0	1,0	11,0	1,1	0,0	1,0	21,0	1,0	8,0	0,0	0,1	0,0	4,0	0,0	6,0	8,5	0,0	1,1	12,14	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	7,0	5,0	27,0	0,0	0,0	2,3	0,0	0,1	0,3	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0
Tpa_4582_1	1,0	0,0	0,0	0,0	0,0	0,0	0,0	3,3	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4590_1	55,0	22,0	12,0	6,0	8,0	11,0	21,0	250,0	29,0	0,0	0,0	0,0	1,1	0,0	1,1	4,0	5,0	4,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	2,0	0,0	1,0	1,0	0,0	6,0	6,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4591_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4592_1	0,10	0,3	0,5	0,2	0,1	0,0	0,13	0,64	0,9	0,2	0,0	0,0	0,6	0,3	0,0	0,4	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,1	0,0	0,0	2,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	1,1	1,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,1	2,2	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0
Tpa_4593_1	7,0	0,0	3,0	0,0	1,0	0,0	6,0	191,0	18,0	1,0	0,0	0,0	4,0	0,0	3,0	5,0	1,0	2,0	0,0	0,0	2,0	0,0	0,0	0,0	1,0	0,0	1,1	0,0	0,0	0,0	3,0	0,0	1,0	1,0	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	7,0	0,0	4,0	0,0	0,0	0,0	4,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	2,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	4,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4595_1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4599_1	249,1	103,0	85,0	9,29	13,24	19,44	44,125	292,763	40,152	1,0	0,0	4,0	12,1	9,1	23,0	66,0	40,0	129,0	0,0	0,0	4,0	0,0	0,0	4,0	2,4	2,8	3,3	1,0	1,0	5,0	5,0	1,0	4,0	13,0	12,0	20,0	7,0	0,0	2,0	3,0	93,0	6,0	4,0	4,0	9,0	32,0	67,0	12,0	1,1	0,1	0,2	14,0	3,0	9,2	3,0	1,0	4,0	4,19	1,2	4,13	2,0	1,0	0,0	1,0	8,0	8,0	9,0	4,0	3,0	7,0	0,0	4,0	9,0	4,0	1,0	2,0	2,0	3,0	5,0	10,0	36,1	0,0	0,0	1,0	0,0	3,0	4,0	0,0	0,0	4,0	0,0	1,0	0,0	0,0	0,0	0,0
Tpa_4633_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4637_1	0,4	0,1	0,2	0,2	0,1	0,1	0,1	0,27	0,3	0,11	0,0	0,1	9,1	4,0	1,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,2	0,0	0,4	0,2	0,1	0,1	0,2	0,0	0,1	0,0	0,0	0,0	0,12	0,0	0,2	0,4	0,0	0,1	0,4	0,0	0,2	0,2	0,0	0,0	0,3	0,0	0,2	1,0	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0
Tpa_4668_1	58,0	16,0	29,0	20,0	13,0	8,0	25,0	372,0	28,0	54,0	14,0	18,0	130,0	69,0	38,0	7,0	9,0	5,0	0,0	0,0	0,0	0,1	0,1	0,1	14,0	14,0	12,0	4,0	2,0	1,0	14,0	7,0	9,0	4,4	2,3	0,0	5,0	0,0	0,0	7,0	14,1	17,0	13,0	4,0	14,0	5,6	6,5	2,5	2,0	0,0	0,0	87,0	10,0	20,0	3,0	0,0	3,0	12,0	4,0	8,0	4,0	0,0	1,0	12,0	2,0	12,0	8,10	1,1	2,1	49,0	0,0	0,0	5,0	3,0	1,0	2,0	0,0	1,0	23,0	6,0	28,0	2,0	0,0	4,0	0,0	1,2	5,3	0,0	1,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4678_1	0,420	0,145	0,130	0,50	0,29	0,42	0,193	0,1219	0,148	9,5	2,3	6,5	0,95	0,39	0,46	0,141	0,70	0,42	0,0	0,1	0,0	0,0	2,1	2,1	0,18	0,18	0,18	0,1	0,2	1,2	0,38	0,9	0,24	0,55	0,23	0,36	0,9	0,1	0,2	0,14	0,21	0,14	0,43	0,32	0,19	0,84	0,71	0,21	0,8	0,0	0,1	0,131	0,22	0,59	0,12	0,2	0,2	0,62	0,8	0,37	0,4	0,1	0,4	0,13	0,3	0,23	0,26	0,7	0,14	0,82	0,0	0,1	0,11	0,3	0,5	0,5	0,6	0,4	0,41	0,30	0,146	0,1	0,1	0,5	0,0	0,3	0,14	0,0	0,0	0,5	0,0	0,0	0,1	0,0	0,1	0,0
Tpa_4697_1	0,3	0,0	0,0	0,0	0,0	0,2	0,0	0,22	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4713_1	0,2	0,1	0,0	0,0	0,0	0,0	0,2	0,75	0,3	0,1	0,0	0,0	0,2	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4731_1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4747_1	226,0	89,0	120,1	8,0	8,0	10,0	71,0	516,0	58,0	20,0	4,0	12,0	117,0	85,0	19,0	145,1	44,0	11,0	0,0	1,0	0,0	0,0	0,0	0,0	5,4	0,3	3,1	10,0	4,0	1,0	4,0	4,0	6,0	20,0	3,0	21,0	16,0	0,0	3,0	18,0	11,0	15,0	3,0	3,0	3,0	20,0	17,0	3,0	1,0	0,0	0,0	136,0	6,0	38,0	1,0	0,0	0,0	6,0	0,0	7,0	0,0	0,0	0,0	20,0	0,0	15,0	46,0	9,0	9,0	27,0	0,0	0,0	5,0	5,0	1,0	1,2	0,0	2,0	5,0	3,0	17,0	2,0	1,0	6,0	0,0	1,0	5,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
Tpa_4749_1	16,0	3,0	3,0	5,0	1,0	2,0	0,3	47,33	2,1	2,0	0,0	0,0	0,3	1,0	0,1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	5,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,1	1,1	2,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4804_1	14,11	5,0	2,2	0,3	0,1	0,0	12,9	85,60	10,3	7,2	0,0	1,0	23,0	13,0	1,0	0,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,1	0,0	0,4	0,2	0,3	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,1	0,0	0,3	6,0	6,0	5,0	0,0	0,0	0,0	6,10	1,0	3,3	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,2	0,2	0,1	0,4	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,3	0,1	0,5	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4849_1	0,7	0,0	0,1	0,0	0,0	0,0	3,7	20,26	0,1	0,1	0,0	0,0	0,3	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4885_1	2,2	1,0	0,1	1,1	0,0	0,0	1,2	13,18	0,0	0,0	0,0	0,0	1,0	1,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4886_1	2,0	0,0	1,0	0,0	0,0	0,0	0,0	17,0	1,0	1,0	0,0	0,0	1,0	0,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	1,0	2,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4900_1	2,0	1,0	0,0	0,0	0,0	0,0	0,0	5,4	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4920_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4928_1	2,7	0,1	0,3	0,0	0,0	0,0	0,1	10,57	1,4	0,0	0,0	0,0	1,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,1	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4936_1	3,0	0,0	0,0	0,0	0,0	0,0	1,0	12,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4985_1	0,102	1,39	0,63	0,5	0,2	0,4	0,47	0,195	0,27	0,20	0,1	0,6	0,106	0,108	0,32	0,59	0,8	0,2	0,0	0,0	0,1	0,1	0,0	0,0	0,10	0,4	0,1	0,1	0,1	0,0	21,19	1,1	11,15	0,11	0,2	0,13	0,4	0,0	0,1	0,6	0,1	0,0	0,10	0,5	0,5	0,35	0,16	0,8	0,0	0,0	0,0	1,107	0,10	0,40	1,0	0,0	0,0	0,10	0,1	0,6	0,0	0,0	0,1	0,10	0,0	0,6	0,13	0,1	0,4	0,33	0,0	0,0	0,6	0,0	0,1	0,1	0,0	0,0	0,11	0,9	0,30	0,0	0,0	0,0	0,0	0,0	0,7	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5002_1	2,0	0,0	1,0	0,2	0,0	0,0	0,0	26,21	3,2	0,0	0,1	0,0	2,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5015_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5022_1	390,0	111,0	140,0	127,0	59,0	77,0	68,0	933,0	90,1	414,1	140,0	207,1	698,2	416,0	151,0	105,0	58,0	57,0	7,0	16,0	36,0	3,0	23,0	13,0	122,0	101,0	99,0	21,0	13,0	13,0	181,0	51,0	103,0	78,0	33,0	74,0	58,0	7,0	11,0	27,26	32,34	23,27	95,0	76,0	94,0	35,45	39,34	10,17	37,0	3,0	7,0	509,0	30,0	119,0	55,0	18,0	20,0	313,0	39,0	211,0	29,0	10,0	7,1	65,0	9,0	102,0	145,0	32,0	31,0	315,0	0,0	9,0	110,0	49,0	65,0	21,0	15,0	34,0	145,0	93,0	388,0	25,0	21,0	18,0	1,0	52,0	96,0	5,0	6,0	48,0	0,0	0,0	4,0	2,0	0,0	0,0
