	90763_231C_S65_L001_R1_001	90763_232C_S66_L001_R1_001	90763_236C_S67_L001_R1_001	90763_237C_S68_L001_R1_001	90763_238C_S69_L001_R1_001	90768_005C_S70_L001_R1_001	90768_009C_S71_L001_R1_001	90768_014C_S72_L001_R1_001	90768_015C_S73_L001_R1_001	90768_018C_S74_L001_R1_001	90768_027C_S75_L001_R1_001	90768_029C_S76_L001_R1_001	90768_034C_S77_L001_R1_001	90768_040C_S78_L001_R1_001	90768_042C_S79_L001_R1_001	90768_044C_S80_L001_R1_001	90768_054C_S81_L001_R1_001	90768_055C_S82_L001_R1_001	90768_056C_S83_L001_R1_001	90768_057C_S84_L001_R1_001	90768_061C_S85_L001_R1_001	90768_064C_S86_L001_R1_001	90768_067C_S87_L001_R1_001	90768_075C_S88_L001_R1_001	90768_076C_S89_L001_R1_001	90768_077C_S90_L001_R1_001	90768_078C_S91_L001_R1_001	90768_083C_S92_L001_R1_001	90768_084C_S93_L001_R1_001	90768_088C_S94_L001_R1_001	90768_090C_S95_L001_R1_001	90768_104C_S96_L001_R1_001
Tpa_3679_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_3684_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_3705_1	58,0	19,0	83,0	5,0	23,0	12,0	3,0	1,0	16,0	1,0	24,0	10,17	3,0	15,0	13,0	10,0	1,0	35,0	4,0	22,0	0,0	19,0	2,1	0,0	3,0	4,0	67,0	4,0	9,0	5,0	0,0	0,0
Tpa_3723_1	0,3	0,0	0,1	0,1	0,5	0,1	0,0	0,0	0,2	0,0	0,0	0,1	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,5	0,0	0,2	0,0	0,0	0,0
Tpa_3737_1	0,0	2,1	0,7	1,0	0,1	0,2	0,1	0,0	0,1	0,0	0,2	0,2	0,0	0,0	0,1	0,1	0,0	0,2	0,0	1,0	0,0	0,1	0,0	0,1	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_3745_1	0,32	0,5	0,28	0,0	0,4	0,18	0,0	0,0	0,0	0,0	0,1	0,3	0,0	0,0	0,0	0,0	0,1	0,2	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_3795_1	92,105	0,40	0,321	9,6	0,21	0,62	0,4	0,1	0,24	0,8	0,58	0,74	0,6	0,33	0,53	0,57	0,1	0,69	0,1	48,0	0,7	0,25	0,18	2,2	0,6	4,3	0,86	0,9	0,16	0,14	0,1	0,0
Tpa_3846_1	2,5	1,0	1,3	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_3862_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_3871_1	57,0	9,0	45,0	1,0	6,0	14,0	1,0	0,0	1,0	1,0	2,0	6,0	0,0	4,0	3,0	2,0	0,0	6,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	2,0	6,0	1,0	3,0	0,0	0,0	0,0
Tpa_3879_1	0,90	0,19	0,89	0,20	0,21	0,21	0,3	0,0	0,7	0,3	0,9	0,84	0,1	0,15	0,18	0,10	0,3	9,12	0,6	0,13	0,5	0,18	0,8	0,0	0,6	0,2	0,64	0,2	0,6	0,2	0,1	0,0
Tpa_3905_1	19,0	4,0	3,14	0,0	0,0	5,0	0,0	0,0	8,0	0,0	3,4	1,0	0,0	0,1	1,0	3,0	0,0	8,0	0,0	3,0	0,0	4,0	0,0	0,0	0,0	1,0	3,0	0,0	3,0	1,0	1,0	0,0
Tpa_3926_1	2,0	1,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_3937_1	0,1	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_3962_1	2,0	0,0	11,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	1,1	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	0,0	0,0	0,0
Tpa_3974_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_4020_1	0,0	0,0	0,2	0,0	0,1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4021_1	13,0	2,0	49,0	0,0	2,0	8,0	0,0	0,0	0,0	0,0	0,0	5,0	0,0	0,0	1,0	1,1	0,0	5,0	1,0	1,0	0,0	1,0	0,0	0,0	1,0	0,0	6,0	0,0	4,0	0,0	0,0	0,0
Tpa_4022_1	78,52	22,14	74,48	0,6	0,20	80,32	0,3	0,0	5,10	0,7	26,17	117,30	0,4	0,16	0,25	0,33	1,1	26,13	1,3	0,32	0,1	14,24	3,2	0,1	0,5	3,9	1,51	2,4	7,6	6,7	0,0	0,0
Tpa_4055_1	2,0	1,0	2,1	1,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	1,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	1,0	0,0
Tpa_4077_1	14,0	0,0	15,0	0,0	1,0	6,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	1,0	1,0	1,0	0,0	3,1	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0
Tpa_4120_1	50,0	30,0	102,0	1,0	5,0	23,10	1,0	0,0	0,3	0,0	12,0	10,8	0,0	0,0	5,0	8,0	0,0	7,0	0,0	3,0	1,0	0,0	0,0	0,0	1,1	0,0	9,0	0,0	0,1	0,0	0,0	0,0
Tpa_4126_1	21,0	3,11	34,0	16,0	37,0	12,0	0,0	0,0	20,0	1,0	38,0	11,0	1,0	3,0	14,0	8,0	2,0	23,0	1,0	22,0	1,0	13,0	6,0	1,0	6,0	0,0	23,37	4,0	4,0	4,0	2,0	0,0
Tpa_4137_1	6,6	0,11	0,38	0,11	0,11	0,6	0,0	0,0	0,12	0,2	0,10	0,3	0,1	0,1	0,6	0,3	0,0	0,22	0,1	0,6	0,0	0,6	0,2	0,1	0,2	0,4	0,28	0,3	0,0	0,0	0,0	0,0
Tpa_4148_1	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4168_1	2,0	0,0	5,0	0,0	1,0	1,0	0,0	0,0	3,0	0,0	2,0	1,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0
Tpa_4176_1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4178_1	17,15	4,0	66,0	3,0	6,0	10,0	0,0	0,0	10,0	0,0	4,0	8,0	0,0	0,0	3,0	7,0	0,0	23,0	0,0	5,4	0,0	8,0	0,0	0,0	0,0	0,0	25,0	1,0	2,0	1,2	0,0	0,0
Tpa_4209_1	0,9	0,0	0,38	0,1	0,2	0,4	0,0	0,1	0,1	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,5	0,0	0,1	0,0	0,1	0,1	0,1	0,0	0,0	0,7	0,0	0,2	0,1	0,0	0,0
Tpa_4221_1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4230_1	5,0	0,9	12,0	2,0	2,0	2,10	0,0	0,0	1,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	1,0	0,0	0,0	0,2	6,0	0,0	1,0	0,0	0,0	0,0
Tpa_4245_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4246_1	0,4	0,1	0,22	0,0	0,3	0,12	0,0	0,1	0,2	0,1	0,3	0,2	0,1	0,0	0,1	0,1	0,0	0,2	0,0	0,3	0,0	0,2	0,1	0,0	0,0	0,0	0,9	0,1	0,3	0,1	0,0	0,0
Tpa_4247_1	25,0	8,0	38,0	2,0	2,0	0,0	2,0	0,0	7,0	0,0	13,0	9,0	0,0	1,0	8,0	6,0	0,0	27,0	0,0	11,0	1,0	10,0	1,0	0,0	0,0	0,1	32,0	0,0	2,0	1,0	0,0	0,0
Tpa_4268_1	128,0	54,0	123,0	2,0	32,0	88,0	4,0	4,0	5,0	6,0	3,0	47,0	1,0	13,0	7,0	19,0	4,0	8,0	12,0	12,5	1,0	2,0	0,0	4,0	2,0	9,0	25,0	3,0	2,0	2,0	1,0	0,0
Tpa_4291_1	16,0	0,0	77,0	0,0	1,0	6,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	2,0	1,0	0,0	0,0	5,2	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	2,2	1,0	0,0	0,0	0,0	0,0
Tpa_4295_1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4310_1	15,0	0,0	2,6	1,0	0,0	2,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	2,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	2,0	0,0	0,0
Tpa_4316_1	7,0	2,0	42,0	0,0	0,0	5,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	2,0	0,0	0,0	1,0	0,0	4,0	0,0	0,0	0,0	0,0	0,0
Tpa_4353_1	0,161	2,60	0,173	0,0	0,69	0,64	0,0	0,0	1,37	0,3	0,19	0,0	0,2	0,8	0,42	0,30	0,0	0,2	0,3	0,16	0,2	0,7	0,12	0,1	0,0	0,2	0,37	0,0	0,6	0,3	0,1	0,0
Tpa_4356_1	215,0	51,0	237,0	13,0	62,0	59,0	6,0	0,0	19,0	5,0	41,0	74,0	3,0	12,23	27,0	8,20	0,1	43,0	3,1	47,0	0,0	20,0	7,0	3,0	5,1	8,0	68,61	3,0	7,0	10,0	0,0	0,0
Tpa_4380_1	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4384_1	0,5	0,2	0,6	0,0	0,0	0,6	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0
Tpa_4394_1	2,0	0,0	2,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4416_1	0,11	0,1	0,31	0,0	0,1	1,0	0,0	0,0	0,0	0,1	0,4	0,2	0,1	0,0	0,1	0,1	0,0	0,6	0,2	0,2	0,0	0,1	2,0	0,1	0,0	0,0	0,10	0,0	0,2	0,0	0,0	0,0
Tpa_4425_1	0,24	1,7	0,25	0,0	0,6	0,4	0,0	0,0	4,2	0,0	0,7	0,3	0,1	0,1	0,1	0,10	0,1	0,15	0,0	0,11	0,0	0,4	0,3	0,0	0,0	0,0	0,23	0,3	0,2	0,3	0,0	0,0
Tpa_4443_1	16,0	4,0	35,0	1,0	0,0	4,0	0,0	0,0	2,0	0,0	1,0	2,0	0,0	2,0	3,0	1,0	0,0	2,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	1,0	2,0	0,0	0,0	0,0	0,0	0,0
Tpa_4454_1	0,2	1,0	0,7	0,2	0,2	0,3	0,1	0,0	0,0	0,0	0,1	0,2	0,0	0,2	0,1	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,6	0,0	0,1	0,0	0,0	0,0
Tpa_4467_1	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4495_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4506_1	2,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4511_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4549_1	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4556_1	5,0	2,0	5,0	0,0	5,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0
Tpa_4569_1	29,0	6,0	38,0	0,0	3,6	10,0	0,0	0,0	0,1	0,0	8,0	3,4	0,0	1,0	0,2	0,5	0,0	11,0	1,0	8,0	0,0	6,0	1,1	0,1	0,0	0,1	27,0	2,3	0,3	0,0	0,0	0,0
Tpa_4582_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4590_1	12,0	11,0	29,0	0,0	1,1	4,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	0,0	0,0	0,0
Tpa_4591_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4592_1	0,5	0,0	0,9	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	2,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	2,2	0,0	0,1	0,1	0,1	0,0
Tpa_4593_1	3,0	0,0	18,0	0,0	3,0	2,0	2,0	0,0	1,1	0,0	1,0	1,0	0,0	0,0	0,0	1,0	0,0	4,0	0,0	3,0	0,0	1,0	0,0	1,0	0,0	0,0	4,0	0,0	1,0	1,0	0,0	0,0
Tpa_4595_1	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4599_1	85,0	19,44	40,152	4,0	23,0	129,0	4,0	4,0	3,3	5,0	4,0	20,0	2,0	6,0	9,0	12,0	0,2	9,2	4,0	4,13	0,0	8,0	3,0	4,0	1,0	3,0	36,1	1,0	4,0	4,0	0,0	0,0
Tpa_4633_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4637_1	0,2	0,1	0,3	0,1	1,0	0,0	0,0	0,0	0,1	0,0	0,0	0,1	0,0	0,4	0,1	0,1	0,0	0,2	0,1	0,2	0,0	0,2	0,0	0,0	0,0	0,0	0,2	0,0	0,1	0,1	0,1	0,0
Tpa_4668_1	29,0	8,0	28,0	18,0	38,0	5,0	0,0	0,1	12,0	1,0	9,0	0,0	0,0	17,0	14,0	2,5	0,0	20,0	3,0	8,0	1,0	12,0	2,1	0,0	1,0	1,0	28,0	4,0	5,3	0,1	0,0	0,0
Tpa_4678_1	0,130	0,42	0,148	6,5	0,46	0,42	0,0	2,1	0,18	1,2	0,24	0,36	0,2	0,14	0,19	0,21	0,1	0,59	0,2	0,37	0,4	0,23	0,14	0,1	0,5	0,4	0,146	0,5	0,14	0,5	0,1	0,0
Tpa_4697_1	0,0	0,2	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4713_1	0,0	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4731_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4747_1	120,1	10,0	58,0	12,0	19,0	11,0	0,0	0,0	3,1	1,0	6,0	21,0	3,0	15,0	3,0	3,0	0,0	38,0	0,0	7,0	0,0	15,0	9,0	0,0	1,0	2,0	17,0	6,0	5,0	0,0	1,0	0,0
Tpa_4749_1	3,0	2,0	2,1	0,0	0,1	1,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	2,0	0,0	0,0	0,0	0,0	0,0	0,0	2,2	0,0	0,0	0,0	0,0	0,0
Tpa_4804_1	2,2	0,0	10,3	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,3	0,0	0,0	0,1	0,3	5,0	0,0	3,3	0,0	0,0	0,0	0,2	0,1	0,0	0,0	0,0	0,5	0,0	0,1	0,0	0,0	0,0
Tpa_4849_1	0,1	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4885_1	0,1	0,0	0,0	0,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	3,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0
Tpa_4886_1	1,0	0,0	1,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	2,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4900_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_4920_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_4928_1	0,3	0,0	1,4	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0
Tpa_4936_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0
Tpa_4985_1	0,63	0,4	0,27	0,6	0,32	0,2	0,1	0,0	0,1	0,0	11,15	0,13	0,1	0,0	0,5	0,8	0,0	0,40	0,0	0,6	0,1	0,6	0,4	0,0	0,1	0,0	0,30	0,0	0,7	0,0	0,0	0,0
Tpa_5002_1	1,0	0,0	3,2	0,0	1,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5015_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5022_1	140,0	77,0	90,1	207,1	151,0	57,0	36,0	13,0	99,0	13,0	103,0	74,0	11,0	23,27	94,0	10,17	7,0	119,0	20,0	211,0	7,1	102,0	31,0	9,0	65,0	34,0	388,0	18,0	96,0	48,0	4,0	0,0
Tpa_5057_1	19,0	0,0	33,0	0,0	0,0	2,0	0,0	0,0	0,0	0,1	0,0	4,0	0,0	1,0	0,0	1,0	0,0	0,0	0,1	1,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5075_1	1,1	0,0	2,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5104_1	0,206	0,63	0,255	0,159	0,113	0,41	0,10	0,2	0,91	0,14	0,124	0,133	0,22	0,154	3,428	0,49	0,11	0,121	0,31	0,307	0,110	0,101	1,21	0,0	0,75	0,42	0,420	1,43	0,139	0,66	0,265	0,0
Tpa_5106_1	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	1,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0
Tpa_5118_1	1,0	0,0	3,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	1,0	2,0	0,0	0,0	2,0	0,0	2,0	2,0	2,0	0,0	0,0	0,0	0,0	2,0	1,0	1,0	1,0	0,0	0,0
Tpa_5138_1	1,0	1,0	5,0	0,0	0,0	4,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5144_1	0,1	0,0	0,7	0,0	0,0	0,0	0,0	0,0	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,2	0,0	0,1	0,0	0,0	0,0
Tpa_5167_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5196_1	0,1	0,0	0,3	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,1	0,0	0,0	0,0	0,0	0,0
Tpa_5205_1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5206_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5218_1	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5222_1	0,0	0,0	1,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0	0,0
Tpa_5228_1	7,6	9,0	27,0	3,0	5,0	2,0	0,0	0,0	1,3	1,0	13,0	5,0	0,0	0,0	1,0	8,0	0,0	8,0	0,0	7,0	0,0	2,0	0,0	0,0	1,0	1,0	24,0	0,0	1,0	1,0	1,0	0,0
